skew_thr,streak_sec,cheap_thr,all_slices_positive,min_slice_pnl_usd,pnl_sum_usd_full,ev_per_window_usd_full,hits_full,slice_0_pnl_usd,slice_1_pnl_usd,slice_2_pnl_usd,slice_3_pnl_usd,slice_4_pnl_usd,slice_5_pnl_usd,slice_6_pnl_usd,slice_7_pnl_usd,slice_8_pnl_usd,slice_9_pnl_usd
0.7,12,0.15,0,-7.0,760.143246,0.761667,108,644.681818,116.991342,8.666667,-0.307692,-7.0,-4.0,-3.0,-2.0,-6.0,12.111111
0.7,12,0.16,0,-7.0,749.443362,0.750945,114,641.424242,116.991342,8.666667,-3.75,-7.0,-4.0,-6.0,-3.0,-6.0,12.111111
0.7,12,0.17,0,-6.0,746.381865,0.747878,119,641.056595,113.782786,8.666667,-4.117647,-3.117647,-4.0,-6.0,-6.0,-6.0,12.111111
0.7,12,0.18,0,-6.0,756.492976,0.758009,120,641.056595,113.782786,8.666667,-4.117647,-3.117647,0.555556,-0.444444,-6.0,-6.0,12.111111
0.7,12,0.19,0,-6.0,747.140551,0.748638,120,633.819753,113.163591,8.666667,0.526316,-3.117647,0.555556,-0.736842,-6.0,-6.0,6.263158
0.7,12,0.2,0,-6.0,655.614235,0.656928,121,538.819753,113.163591,8.666667,0.263158,-3.117647,0.555556,-1.0,-6.0,-2.0,6.263158
0.7,12,0.21,0,-6.0,558.87238,0.559992,121,538.3185,17.424242,8.666667,0.263158,-3.117647,0.555556,-1.0,-6.0,-2.0,5.761905
0.7,12,0.22,0,-6.0,562.201385,0.563328,122,538.3185,17.207792,8.666667,3.808612,-3.117647,0.555556,-1.0,-6.0,-2.0,5.761905
0.7,14,0.15,0,-7.0,758.143246,0.759663,110,644.681818,117.991342,8.666667,-1.307692,-7.0,-4.0,-4.0,-2.0,-6.0,11.111111
0.7,14,0.16,0,-7.0,747.443362,0.748941,116,641.424242,117.991342,8.666667,-4.75,-7.0,-4.0,-7.0,-3.0,-6.0,11.111111
0.7,14,0.17,0,-7.0,750.264218,0.751768,121,641.056595,114.782786,8.666667,0.764706,-3.117647,-4.0,-7.0,-6.0,-6.0,11.111111
0.7,14,0.18,0,-6.0,760.048532,0.761572,122,641.056595,114.782786,8.666667,0.437908,-3.117647,0.555556,-1.444444,-6.0,-6.0,11.111111
0.7,14,0.19,0,-6.0,745.140551,0.746634,122,633.819753,114.163591,8.666667,-0.473684,-3.117647,0.555556,-1.736842,-6.0,-6.0,5.263158
0.7,14,0.2,0,-6.0,653.877393,0.655188,123,538.819753,114.163591,8.666667,-0.473684,-3.117647,0.555556,-2.0,-6.0,-2.0,5.263158
0.7,14,0.21,0,-6.0,557.135538,0.558252,123,538.3185,18.424242,8.666667,-0.473684,-3.117647,0.555556,-2.0,-6.0,-2.0,4.761905
0.7,14,0.22,0,-6.0,560.464543,0.561588,124,538.3185,18.207792,8.666667,3.07177,-3.117647,0.555556,-2.0,-6.0,-2.0,4.761905
0.7,16,0.15,0,-8.0,763.254357,0.764784,116,644.681818,115.991342,8.666667,-2.307692,-8.0,-4.0,-4.0,9.111111,-7.0,10.111111
0.7,16,0.16,0,-9.0,751.554473,0.753061,123,641.424242,115.991342,8.666667,-5.75,-9.0,-4.0,-7.0,8.111111,-7.0,10.111111
0.7,16,0.17,0,-7.0,755.375329,0.756889,127,641.056595,112.782786,8.666667,-0.235294,-4.117647,-4.0,-7.0,5.111111,-7.0,10.111111
0.7,16,0.18,0,-7.0,765.159643,0.766693,128,641.056595,112.782786,8.666667,-0.562092,-4.117647,0.555556,-1.444444,5.111111,-7.0,10.111111
0.7,16,0.19,0,-7.0,750.251662,0.751755,128,633.819753,112.163591,8.666667,-1.473684,-4.117647,0.555556,-1.736842,5.111111,-7.0,4.263158
0.7,16,0.2,0,-4.117647,656.877393,0.658194,130,538.819753,112.163591,8.666667,3.526316,-4.117647,0.555556,-2.0,-1.0,-3.0,3.263158
0.7,16,0.21,0,-4.117647,560.135538,0.561258,130,538.3185,16.424242,8.666667,3.526316,-4.117647,0.555556,-2.0,-1.0,-3.0,2.761905
0.7,16,0.22,0,-4.117647,562.555452,0.563683,131,538.3185,16.207792,13.212121,2.07177,-4.117647,0.555556,-2.0,-1.454545,-3.0,2.761905
0.7,18,0.15,0,-8.0,763.921023,0.765452,122,644.681818,115.991342,7.666667,-2.307692,-8.0,-5.0,-5.0,9.111111,-3.333333,10.111111
0.7,18,0.16,0,-9.0,752.22114,0.753729,129,641.424242,115.991342,7.666667,-5.75,-9.0,-5.0,-8.0,8.111111,-3.333333,10.111111
0.7,18,0.17,0,-8.0,756.041996,0.757557,133,641.056595,112.782786,7.666667,-0.235294,-4.117647,-5.0,-8.0,5.111111,-3.333333,10.111111
0.7,18,0.18,0,-4.117647,765.826309,0.767361,134,641.056595,112.782786,7.666667,-0.562092,-4.117647,-0.444444,-2.444444,5.111111,-3.333333,10.111111
0.7,18,0.19,0,-4.736842,754.777978,0.756291,134,633.819753,112.163591,7.666667,3.789474,-4.117647,-0.444444,-2.736842,5.111111,-4.736842,4.263158
0.7,18,0.2,0,-4.736842,658.403709,0.659723,134,538.819753,112.163591,7.666667,8.789474,-4.117647,-0.444444,-3.0,-1.0,-4.736842,4.263158
0.7,18,0.21,0,-4.736842,561.160601,0.562285,134,538.3185,16.424242,7.666667,8.288221,-4.117647,-0.444444,-3.0,-1.0,-4.736842,3.761905
0.7,18,0.22,0,-4.117647,572.671423,0.573819,135,538.3185,16.207792,16.757576,6.833675,-4.117647,-0.444444,-3.0,-1.454545,-0.191388,3.761905
0.7,20,0.15,0,-8.0,796.421023,0.798017,127,633.181818,164.991342,7.666667,-3.307692,-8.0,-5.0,-6.0,6.111111,-3.333333,10.111111
0.7,20,0.16,0,-9.0,784.72114,0.786294,134,629.924242,164.991342,7.666667,-6.75,-9.0,-5.0,-9.0,5.111111,-3.333333,10.111111
0.7,20,0.17,0,-9.0,788.541996,0.790122,138,629.556595,161.782786,7.666667,-1.235294,-4.117647,-5.0,-9.0,2.111111,-3.333333,10.111111
0.7,20,0.18,0,-4.117647,798.326309,0.799926,139,629.556595,161.782786,7.666667,-1.562092,-4.117647,-0.444444,-3.444444,2.111111,-3.333333,10.111111
0.7,20,0.19,0,-4.736842,794.51482,0.796107,139,629.556595,161.163591,7.666667,2.789474,-4.117647,-0.444444,-3.736842,2.111111,-4.736842,4.263158
0.7,20,0.2,0,-4.736842,698.140551,0.69954,139,534.556595,161.163591,7.666667,7.789474,-4.117647,-0.444444,-4.0,-4.0,-4.736842,4.263158
0.7,20,0.21,0,-4.736842,605.160601,0.606373,140,534.556595,65.424242,7.666667,7.288221,-4.117647,-0.444444,-4.0,-4.0,-4.736842,7.52381
0.7,20,0.22,0,-4.454545,621.000428,0.622245,141,534.556595,65.207792,16.757576,10.37913,-4.117647,-0.444444,-4.0,-4.454545,-0.191388,7.307359
0.7,22,0.15,0,-8.0,805.230547,0.806844,132,639.324675,163.991342,7.666667,-3.307692,-8.0,-7.0,-6.0,11.777778,-3.333333,10.111111
0.7,22,0.16,0,-9.0,793.113997,0.794703,139,636.0671,163.991342,7.666667,-6.75,-9.0,-7.0,-9.0,10.361111,-3.333333,10.111111
0.7,22,0.17,0,-9.0,797.934853,0.799534,142,635.699453,160.782786,7.666667,-1.235294,-4.117647,-7.0,-9.0,8.361111,-3.333333,10.111111
0.7,22,0.18,0,-4.117647,807.024722,0.808642,143,635.699453,160.782786,7.666667,-1.562092,-4.117647,-2.444444,-3.444444,7.666667,-3.333333,10.111111
0.7,22,0.19,0,-4.736842,801.333533,0.802939,143,633.819753,160.163591,7.666667,2.789474,-4.117647,-2.444444,-3.736842,7.666667,-4.736842,4.263158
0.7,22,0.2,0,-4.736842,704.696106,0.706108,143,538.556595,160.163591,7.666667,7.789474,-4.117647,-2.444444,-4.0,1.555556,-4.736842,4.263158
0.7,22,0.21,0,-4.736842,611.716156,0.612942,144,538.556595,64.424242,7.666667,7.288221,-4.117647,-2.444444,-4.0,1.555556,-4.736842,7.52381
0.7,22,0.22,0,-4.454545,622.000428,0.623247,145,538.556595,64.207792,16.757576,10.37913,-4.117647,-2.444444,-4.0,-4.454545,-0.191388,7.307359
0.72,6,0.15,0,-7.0,1124.174992,1.126428,95,929.634199,218.540793,-3.0,-7.0,-4.0,-3.0,-2.0,-2.0,-4.0,1.0
0.72,6,0.16,0,-9.0,1115.917416,1.118154,100,926.376623,218.540793,-3.0,-9.0,-4.0,-3.0,-4.0,-3.0,-4.0,1.0
0.72,6,0.17,0,-9.0,1113.223566,1.115454,105,926.008976,215.332236,-3.0,-9.0,-0.117647,-3.0,-4.0,-6.0,-4.0,1.0
0.72,6,0.18,0,-9.0,1122.334677,1.124584,107,925.008976,215.332236,-3.0,-9.0,-0.117647,1.555556,1.555556,-6.0,-4.0,1.0
0.72,6,0.19,0,-9.0,1114.186242,1.116419,107,917.772134,214.713041,-3.0,-9.0,-0.117647,1.555556,1.263158,-6.0,-4.0,1.0
0.72,6,0.2,0,-9.0,1020.230776,1.022275,108,822.772134,212.020734,-3.0,-9.0,-0.117647,1.555556,1.0,-6.0,0.0,1.0
0.72,6,0.21,0,-9.0,1019.22827,1.021271,108,822.270881,211.519481,-3.0,-9.0,-0.117647,1.555556,1.0,-6.0,0.0,1.0
0.72,6,0.22,0,-9.0,1019.22827,1.021271,108,822.270881,211.519481,-3.0,-9.0,-0.117647,1.555556,1.0,-6.0,0.0,1.0
0.72,8,0.15,0,-8.0,1188.286103,1.190667,102,970.967532,217.540793,12.666667,-8.0,-5.0,-3.0,-2.0,-2.0,-5.0,12.111111
0.72,8,0.16,0,-10.0,1180.028527,1.182393,107,967.709957,217.540793,12.666667,-10.0,-5.0,-3.0,-4.0,-3.0,-5.0,12.111111
0.72,8,0.17,0,-10.0,1177.334677,1.179694,112,967.34231,214.332236,12.666667,-10.0,-1.117647,-3.0,-4.0,-6.0,-5.0,12.111111
0.72,8,0.18,0,-10.0,1186.445788,1.188823,114,966.34231,214.332236,12.666667,-10.0,-1.117647,1.555556,1.555556,-6.0,-5.0,12.111111
0.72,8,0.19,0,-10.0,1172.4494,1.174799,114,959.105468,213.713041,12.666667,-10.0,-1.117647,1.555556,1.263158,-6.0,-5.0,6.263158
0.72,8,0.2,0,-10.0,1078.493934,1.080655,115,864.105468,211.020734,12.666667,-10.0,-1.117647,1.555556,1.0,-6.0,-1.0,6.263158
0.72,8,0.21,0,-10.0,1076.990175,1.079148,115,863.604214,210.519481,12.666667,-10.0,-1.117647,1.555556,1.0,-6.0,-1.0,5.761905
0.72,8,0.22,0,-6.454545,1080.535629,1.082701,116,863.604214,210.519481,12.666667,-6.454545,-1.117647,1.555556,1.0,-6.0,-1.0,5.761905
0.72,10,0.15,0,-7.0,1298.787934,1.301391,113,1074.11039,217.540793,10.666667,-0.307692,-7.0,-4.0,-2.0,3.666667,-6.0,12.111111
0.72,10,0.16,0,-7.0,1287.671384,1.290252,119,1070.852814,217.540793,10.666667,-3.75,-7.0,-4.0,-5.0,2.25,-6.0,12.111111
0.72,10,0.17,0,-6.0,1285.24224,1.287818,123,1070.485167,214.332236,10.666667,-4.117647,-3.117647,-4.0,-5.0,-0.117647,-6.0,12.111111
0.72,10,0.18,0,-6.0,1294.353351,1.296947,125,1069.485167,214.332236,10.666667,-4.117647,-3.117647,0.555556,0.555556,-0.117647,-6.0,12.111111
0.72,10,0.19,0,-6.0,1279.737768,1.282302,125,1062.248325,213.713041,10.666667,-4.736842,-3.117647,0.555556,0.263158,-0.117647,-6.0,6.263158
0.72,10,0.2,0,-4.736842,1184.899949,1.187274,126,967.248325,211.020734,10.666667,-4.736842,-3.117647,0.555556,0.0,-1.0,-2.0,6.263158
0.72,10,0.21,0,-4.736842,1088.158095,1.090339,126,966.747072,115.281385,10.666667,-4.736842,-3.117647,0.555556,0.0,-1.0,-2.0,5.761905
0.72,10,0.22,0,-3.117647,1091.487099,1.093674,127,966.747072,115.064935,10.666667,-1.191388,-3.117647,0.555556,0.0,-1.0,-2.0,5.761905
0.72,12,0.15,0,-7.0,1291.238484,1.293826,120,1073.11039,215.991342,8.666667,-1.307692,-7.0,-4.0,-4.0,3.666667,-6.0,12.111111
0.72,12,0.16,0,-7.0,1264.844156,1.267379,126,1069.852814,215.991342,-1.75,-4.75,-7.0,-4.0,-7.0,2.25,-6.0,7.25
0.72,12,0.17,0,-7.0,1262.415011,1.264945,130,1069.485167,212.782786,-1.75,-5.117647,-3.117647,-4.0,-7.0,-0.117647,-6.0,7.25
0.72,12,0.18,0,-6.0,1271.526123,1.274074,132,1068.485167,212.782786,-1.75,-5.117647,-3.117647,0.555556,-1.444444,-0.117647,-6.0,7.25
0.72,12,0.19,0,-6.0,1267.034809,1.269574,132,1061.248325,212.163591,-1.75,-0.473684,-3.117647,0.555556,-1.736842,-0.117647,-6.0,6.263158
0.72,12,0.2,0,-3.117647,1174.362982,1.176716,133,966.248325,212.163591,-1.75,-0.736842,-3.117647,0.555556,-2.0,-1.0,-2.0,6.0
0.72,12,0.21,0,-3.117647,1082.884285,1.085054,133,965.747072,121.186147,-1.75,-0.736842,-3.117647,0.555556,-2.0,-1.0,-2.0,6.0
0.72,12,0.22,0,-3.117647,1090.758744,1.092945,134,965.747072,120.969697,2.795455,2.808612,-3.117647,0.555556,-2.0,-1.0,-2.0,6.0
0.72,14,0.15,0,-7.0,1290.238484,1.292824,121,1073.11039,215.991342,8.666667,-1.307692,-7.0,-4.0,-5.0,3.666667,-5.0,11.111111
0.72,14,0.16,0,-8.0,1263.844156,1.266377,127,1069.852814,215.991342,-1.75,-4.75,-7.0,-4.0,-8.0,2.25,-5.0,6.25
0.72,14,0.17,0,-8.0,1267.297364,1.269837,131,1069.485167,212.782786,-1.75,0.764706,-3.117647,-4.0,-8.0,-0.117647,-5.0,6.25
0.72,14,0.18,0,-5.0,1276.081678,1.278639,133,1068.485167,212.782786,-1.75,0.437908,-3.117647,0.555556,-2.444444,-0.117647,-5.0,6.25
0.72,14,0.19,0,-5.0,1266.034809,1.268572,133,1061.248325,212.163591,-1.75,-0.473684,-3.117647,0.555556,-2.736842,-0.117647,-5.0,5.263158
0.72,14,0.2,0,-3.117647,1173.62614,1.175978,134,966.248325,212.163591,-1.75,-0.473684,-3.117647,0.555556,-3.0,-1.0,-1.0,5.0
0.72,14,0.21,0,-3.117647,1082.147443,1.084316,134,965.747072,121.186147,-1.75,-0.473684,-3.117647,0.555556,-3.0,-1.0,-1.0,5.0
0.72,14,0.22,0,-3.117647,1090.021902,1.092206,135,965.747072,120.969697,2.795455,3.07177,-3.117647,0.555556,-3.0,-1.0,-1.0,5.0
0.72,16,0.15,0,-8.0,1280.849595,1.283416,129,1061.61039,213.991342,8.666667,-2.307692,-8.0,-4.0,-5.0,13.777778,-7.0,9.111111
0.72,16,0.16,0,-9.0,1253.455267,1.255967,136,1058.352814,213.991342,-1.75,-5.75,-9.0,-4.0,-8.0,12.361111,-7.0,4.25
0.72,16,0.17,0,-8.0,1257.908476,1.260429,139,1057.985167,210.782786,-1.75,-0.235294,-4.117647,-4.0,-8.0,9.993464,-7.0,4.25
0.72,16,0.18,0,-7.0,1266.692789,1.269231,141,1056.985167,210.782786,-1.75,-0.562092,-4.117647,0.555556,-2.444444,9.993464,-7.0,4.25
0.72,16,0.19,0,-7.0,1263.882762,1.266416,141,1056.985167,210.163591,-1.75,-1.473684,-4.117647,0.555556,-2.736842,9.993464,-7.0,3.263158
0.72,16,0.2,0,-4.117647,1163.696315,1.166028,142,961.985167,203.496924,-1.75,3.526316,-4.117647,0.555556,-3.0,3.0,-3.0,3.0
0.72,16,0.21,0,-4.117647,1072.718872,1.074869,142,961.985167,112.519481,-1.75,3.526316,-4.117647,0.555556,-3.0,3.0,-3.0,3.0
0.72,16,0.22,0,-4.117647,1079.68424,1.081848,143,961.985167,112.30303,2.795455,2.07177,-4.117647,0.555556,-3.0,2.545455,1.545455,3.0
0.72,18,0.15,0,-8.0,1267.016262,1.269555,137,1048.11039,213.991342,7.666667,-2.307692,-8.0,-5.0,-6.0,11.777778,-2.333333,9.111111
0.72,18,0.16,0,-9.0,1239.621934,1.242106,144,1044.852814,213.991342,-2.75,-5.75,-9.0,-5.0,-9.0,10.361111,-2.333333,4.25
0.72,18,0.17,0,-9.0,1243.290828,1.245782,147,1044.485167,210.782786,-2.75,-0.235294,-4.117647,-5.0,-9.0,7.993464,-3.117647,4.25
0.72,18,0.18,0,-4.117647,1252.748345,1.255259,148,1044.485167,210.782786,-2.75,-0.562092,-4.117647,-0.444444,-3.444444,7.993464,-3.444444,4.25
0.72,18,0.19,0,-4.117647,1255.201475,1.257717,148,1044.485167,210.163591,-2.75,3.789474,-4.117647,-0.444444,-3.736842,7.993464,-3.444444,3.263158
0.72,18,0.2,0,-4.117647,1151.015029,1.153322,148,949.485167,203.496924,-2.75,8.789474,-4.117647,-0.444444,-4.0,1.0,-3.444444,3.0
0.72,18,0.21,0,-4.117647,1063.298237,1.065429,149,949.485167,112.519481,-2.75,8.288221,-4.117647,-0.444444,-4.0,1.0,-3.444444,6.761905
0.72,18,0.22,0,-4.117647,1079.138064,1.081301,150,949.485167,116.848485,6.340909,6.833675,-4.117647,-0.444444,-4.0,0.545455,1.10101,6.545455
0.72,20,0.15,0,-8.0,1320.682928,1.32333,140,1048.11039,262.991342,7.666667,-3.307692,-8.0,-5.0,-6.0,17.444444,-2.333333,9.111111
0.72,20,0.16,0,-9.0,1292.871934,1.295463,147,1044.852814,262.991342,-2.75,-6.75,-9.0,-5.0,-9.0,15.611111,-2.333333,4.25
0.72,20,0.17,0,-9.0,1297.540828,1.300141,149,1044.485167,259.782786,-2.75,-1.235294,-4.117647,-5.0,-9.0,14.243464,-3.117647,4.25
0.72,20,0.18,0,-4.117647,1306.3039,1.308922,150,1044.485167,259.782786,-2.75,-1.562092,-4.117647,-0.444444,-3.444444,13.54902,-3.444444,4.25
0.72,20,0.19,0,-4.117647,1308.757031,1.31138,150,1044.485167,259.163591,-2.75,2.789474,-4.117647,-0.444444,-3.736842,13.54902,-3.444444,3.263158
0.72,20,0.2,0,-4.117647,1204.570584,1.206985,150,949.485167,252.496924,-2.75,7.789474,-4.117647,-0.444444,-4.0,6.555556,-3.444444,3.0
0.72,20,0.21,0,-4.117647,1116.853792,1.119092,151,949.485167,161.519481,-2.75,7.288221,-4.117647,-0.444444,-4.0,6.555556,-3.444444,6.761905
0.72,20,0.22,0,-4.117647,1131.683518,1.133951,152,949.485167,165.848485,6.340909,10.37913,-4.117647,-0.444444,-4.0,0.545455,1.10101,6.545455
0.72,22,0.15,0,-8.0,1323.825785,1.326479,144,1054.253247,261.991342,7.666667,-3.307692,-8.0,-7.0,-6.0,17.444444,-2.333333,9.111111
0.72,22,0.16,0,-9.0,1296.014791,1.298612,151,1050.995671,261.991342,-2.75,-6.75,-9.0,-7.0,-9.0,15.611111,-2.333333,4.25
0.72,22,0.17,0,-9.0,1300.683686,1.30329,153,1050.628024,258.782786,-2.75,-1.235294,-4.117647,-7.0,-9.0,14.243464,-3.117647,4.25
0.72,22,0.18,0,-4.117647,1315.002313,1.317638,154,1050.628024,258.782786,-2.75,-1.562092,-4.117647,-2.444444,2.111111,13.54902,-3.444444,4.25
0.72,22,0.19,0,-4.117647,1315.283347,1.317919,154,1048.748325,258.163591,-2.75,2.789474,-4.117647,-2.444444,1.526316,13.54902,-3.444444,3.263158
0.72,22,0.2,0,-4.117647,1210.570584,1.212997,154,953.485167,251.496924,-2.75,7.789474,-4.117647,-2.444444,1.0,6.555556,-3.444444,3.0
0.72,22,0.21,0,-4.117647,1122.853792,1.125104,155,953.485167,160.519481,-2.75,7.288221,-4.117647,-2.444444,1.0,6.555556,-3.444444,6.761905
0.72,22,0.22,0,-4.117647,1137.683518,1.139963,156,953.485167,164.848485,6.340909,10.37913,-4.117647,-2.444444,1.0,0.545455,1.10101,6.545455
0.74,6,0.15,0,-7.0,1037.841658,1.039922,98,839.634199,217.540793,-3.0,-7.0,-4.0,-4.0,-2.0,3.666667,-4.0,1.0
0.74,6,0.16,0,-9.0,1029.584083,1.031647,103,836.376623,217.540793,-3.0,-9.0,-4.0,-4.0,-4.0,2.666667,-4.0,1.0
0.74,6,0.17,0,-9.0,1027.890232,1.02995,107,836.008976,214.332236,-3.0,-9.0,-0.117647,-4.0,-4.0,0.666667,-4.0,1.0
0.74,6,0.18,0,-9.0,1037.001343,1.03908,109,835.008976,214.332236,-3.0,-9.0,-0.117647,0.555556,1.555556,0.666667,-4.0,1.0
0.74,6,0.19,0,-9.0,1028.852909,1.030915,109,827.772134,213.713041,-3.0,-9.0,-0.117647,0.555556,1.263158,0.666667,-4.0,1.0
0.74,6,0.2,0,-9.0,939.897443,0.941781,110,732.772134,216.020734,-3.0,-9.0,-0.117647,0.555556,1.0,0.666667,0.0,1.0
0.74,6,0.21,0,-9.0,843.656842,0.845348,110,732.270881,120.281385,-3.0,-9.0,-0.117647,0.555556,1.0,0.666667,0.0,1.0
0.74,6,0.22,0,-5.454545,846.985846,0.848683,111,732.270881,120.064935,-3.0,-5.454545,-0.117647,0.555556,1.0,0.666667,0.0,1.0
0.74,8,0.15,0,-8.0,1091.952769,1.094141,105,870.967532,217.540793,12.666667,-8.0,-5.0,-4.0,-2.0,3.666667,-5.0,11.111111
0.74,8,0.16,0,-10.0,1078.417416,1.080579,110,867.709957,217.540793,12.666667,-10.0,-5.0,-4.0,-4.0,2.25,-5.0,6.25
0.74,8,0.17,0,-10.0,1076.355919,1.078513,114,867.34231,214.332236,12.666667,-10.0,-1.117647,-4.0,-4.0,-0.117647,-5.0,6.25
0.74,8,0.18,0,-10.0,1085.46703,1.087642,116,866.34231,214.332236,12.666667,-10.0,-1.117647,0.555556,1.555556,-0.117647,-5.0,6.25
0.74,8,0.19,0,-5.0,1081.594911,1.083762,116,859.105468,213.713041,12.666667,-4.736842,-1.117647,0.555556,1.263158,-0.117647,-5.0,5.263158
0.74,8,0.2,0,-5.0,990.230776,0.992215,118,764.105468,216.020734,12.666667,-5.0,-1.117647,0.555556,1.0,-1.0,-1.0,4.0
0.74,8,0.21,0,-5.0,893.990175,0.895782,118,763.604214,120.281385,12.666667,-5.0,-1.117647,0.555556,1.0,-1.0,-1.0,4.0
0.74,8,0.22,0,-1.454545,897.319179,0.899117,119,763.604214,120.064935,12.666667,-1.454545,-1.117647,0.555556,1.0,-1.0,-1.0,4.0
0.74,10,0.15,0,-8.0,1202.454601,1.204864,116,974.11039,217.540793,10.666667,-0.307692,-8.0,-5.0,-2.0,3.666667,-6.0,17.777778
0.74,10,0.16,0,-8.0,1176.060273,1.178417,122,970.852814,217.540793,0.25,-3.75,-8.0,-5.0,-5.0,2.25,-6.0,12.916667
0.74,10,0.17,0,-6.0,1173.631129,1.175983,126,970.485167,214.332236,0.25,-4.117647,-4.117647,-5.0,-5.0,-0.117647,-6.0,12.916667
0.74,10,0.18,0,-6.0,1182.74224,1.185112,128,969.485167,214.332236,0.25,-4.117647,-4.117647,-0.444444,0.555556,-0.117647,-6.0,12.916667
0.74,10,0.19,0,-6.0,1183.514084,1.185886,128,962.248325,213.713041,0.25,5.789474,-4.117647,-0.444444,0.263158,-0.117647,-6.0,11.929825
0.74,10,0.2,0,-2.0,1097.149949,1.099349,130,867.248325,216.020734,0.25,5.526316,-0.117647,-0.444444,0.0,-1.0,-2.0,11.666667
0.74,10,0.21,0,-2.0,1000.408095,1.002413,130,866.747072,120.281385,0.25,5.025063,-0.117647,-0.444444,0.0,-1.0,-2.0,11.666667
0.74,10,0.22,0,-2.0,1007.828008,1.009848,131,866.747072,120.064935,0.25,8.570517,-0.572193,-0.444444,4.545455,-1.0,-2.0,11.666667
0.74,12,0.15,0,-8.0,1205.016262,1.207431,124,973.11039,216.991342,8.666667,-1.307692,-8.0,-5.0,-4.0,14.777778,-6.0,15.777778
0.74,12,0.16,0,-8.0,1178.621934,1.180984,130,969.852814,216.991342,-1.75,-4.75,-8.0,-5.0,-7.0,13.361111,-6.0,10.916667
0.74,12,0.17,0,-7.0,1176.192789,1.17855,134,969.485167,213.782786,-1.75,-5.117647,-4.117647,-5.0,-7.0,10.993464,-6.0,10.916667
0.74,12,0.18,0,-6.0,1185.3039,1.187679,136,968.485167,213.782786,-1.75,-5.117647,-4.117647,-0.444444,-1.444444,10.993464,-6.0,10.916667
0.74,12,0.19,0,-6.0,1185.075744,1.187451,137,961.248325,213.163591,-1.75,4.789474,-5.117647,-0.444444,-1.736842,10.993464,-6.0,9.929825
0.74,12,0.2,0,-2.0,1095.292806,1.097488,139,866.248325,218.163591,-1.75,4.526316,-1.117647,-0.444444,-2.0,4.0,-2.0,9.666667
0.74,12,0.21,0,-2.0,998.550952,1.000552,139,865.747072,122.424242,-1.75,4.025063,-1.117647,-0.444444,-2.0,4.0,-2.0,9.666667
0.74,12,0.22,0,-2.0,1014.607229,1.016641,140,865.747072,126.753247,2.795455,7.570517,-1.572193,-0.444444,2.545455,3.545455,-2.0,9.666667
0.74,14,0.15,0,-9.0,1202.016262,1.204425,127,973.11039,216.991342,8.666667,-1.307692,-9.0,-5.0,-5.0,13.777778,-5.0,14.777778
0.74,14,0.16,0,-10.0,1174.621934,1.176976,134,969.852814,216.991342,-1.75,-4.75,-10.0,-5.0,-8.0,12.361111,-5.0,9.916667
0.74,14,0.17,0,-8.0,1179.075142,1.181438,137,969.485167,213.782786,-1.75,0.764706,-5.117647,-5.0,-8.0,9.993464,-5.0,9.916667
0.74,14,0.18,0,-5.117647,1187.859456,1.19024,139,968.485167,213.782786,-1.75,0.437908,-5.117647,-0.444444,-2.444444,9.993464,-5.0,9.916667
0.74,14,0.19,0,-5.117647,1183.075744,1.185447,139,961.248325,213.163591,-1.75,4.789474,-5.117647,-0.444444,-2.736842,9.993464,-5.0,8.929825
0.74,14,0.2,0,-3.0,1093.555964,1.095747,141,866.248325,218.163591,-1.75,4.789474,-1.117647,-0.444444,-3.0,3.0,-1.0,8.666667
0.74,14,0.21,0,-3.0,996.81411,0.998812,141,865.747072,122.424242,-1.75,4.288221,-1.117647,-0.444444,-3.0,3.0,-1.0,8.666667
0.74,14,0.22,0,-1.572193,1012.870387,1.0149,142,865.747072,126.753247,2.795455,7.833675,-1.572193,-0.444444,1.545455,2.545455,-1.0,8.666667
0.74,16,0.15,0,-9.0,1181.516262,1.183884,135,960.61039,214.991342,8.666667,-2.307692,-9.0,-6.0,-5.0,12.777778,-8.0,14.777778
0.74,16,0.16,0,-10.0,1154.121934,1.156435,142,957.352814,214.991342,-1.75,-5.75,-10.0,-6.0,-8.0,11.361111,-8.0,9.916667
0.74,16,0.17,0,-8.0,1158.575142,1.160897,145,956.985167,211.782786,-1.75,-0.235294,-5.117647,-6.0,-8.0,8.993464,-8.0,9.916667
0.74,16,0.18,0,-8.0,1168.359456,1.170701,146,956.985167,211.782786,-1.75,-0.562092,-5.117647,-1.444444,-2.444444,8.993464,-8.0,9.916667
0.74,16,0.19,0,-8.0,1170.812586,1.173159,146,956.985167,211.163591,-1.75,3.789474,-5.117647,-1.444444,-2.736842,8.993464,-8.0,8.929825
0.74,16,0.2,0,-4.0,1079.62614,1.08179,148,861.985167,209.496924,-1.75,8.789474,-1.117647,-1.444444,-3.0,2.0,-4.0,8.666667
0.74,16,0.21,0,-4.0,983.385538,0.985356,148,861.985167,113.757576,-1.75,8.288221,-1.117647,-1.444444,-3.0,2.0,-4.0,8.666667
0.74,16,0.22,0,-1.572193,998.98727,1.000989,149,861.985167,118.08658,2.795455,6.833675,-1.572193,-1.444444,1.545455,1.545455,0.545455,8.666667
0.74,18,0.15,0,-9.0,1170.682928,1.173029,140,948.11039,214.991342,7.666667,-2.307692,-9.0,-7.0,-6.0,11.777778,-2.333333,14.777778
